month,product_id,product_name,atc_code,region,total_units,total_sales,avg_unit_price,promo_days
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,North West,10,36.26,3.64,1
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,Scotland,13,45.06,3.5439999999999996,1
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,South East,39,133.08,3.387857142857143,1
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,South West,8,26.12,3.18,1
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,West Midlands,40,133.03,3.379230769230769,0
2022-04-01,GEN-61,Generic Painkiller 61,N02BE/B,Yorkshire & Humber,5,14.850000000000001,3.176666666666667,1
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,East Midlands,27,93.53,3.4844444444444442,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,East of England,24,82.08,3.391538461538462,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,London,42,146.31,3.54,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,North East,8,28.26,3.4883333333333333,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,North West,53,178.01,3.380625,2
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,Scotland,44,157.41,3.518823529411765,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,South East,19,66.77,3.5455555555555556,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,South West,30,88.94,3.159090909090909,3
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,West Midlands,20,73.25,3.595,0
2022-04-01,GEN-62,Generic Painkiller 62,N02BE/B,Yorkshire & Humber,17,59.93,3.4916666666666667,1
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,East Midlands,43,151.84,3.482941176470588,1
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,East of England,45,142.81,3.2536842105263157,5
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,London,21,70.71,3.425,1
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,North East,23,78.19,3.4283333333333332,0
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,North West,29,97.57000000000001,3.4130000000000003,2
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,Scotland,43,143.58,3.3526315789473684,1
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,South East,36,117.83,3.29625,2
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,South West,39,138.05,3.518823529411765,0
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,West Midlands,37,121.78,3.2115384615384617,3
2022-04-01,GEN-63,Generic Painkiller 63,N02BE/B,Yorkshire & Humber,21,72.53,3.4210000000000003,2
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,East Midlands,673,2317.7599999999998,3.4634883720930234,11
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,East of England,710,2404.91,3.405208333333333,19
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,London,608,2056.37,3.408223684210526,12
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,North East,637,2211.79,3.4922598870056496,10
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,North West,587,2007.82,3.4286875,10
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,Scotland,663,2294.53,3.4596276595744677,9
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,South East,714,2436.61,3.466936416184971,14
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,South West,705,2453.16,3.493882352941177,11
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,West Midlands,552,1881.46,3.4255483870967742,13
2022-04-01,GEN-64,Generic Painkiller 64,N02BE/B,Yorkshire & Humber,680,2320.35,3.4465142857142856,12
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,East Midlands,48,170.72,3.5915,0
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,East of England,62,209.71,3.4344,4
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,London,52,174.53,3.363684210526316,2
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,North East,44,152.93,3.493333333333333,0
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,North West,50,176.38,3.5244999999999997,0
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,Scotland,51,168.91,3.3364285714285713,4
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,South East,79,261.26,3.273214285714286,3
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,South West,49,169.64,3.498333333333333,1
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,West Midlands,67,219.15,3.3316,3
2022-04-01,GEN-65,Generic Painkiller 65,N02BE/B,Yorkshire & Humber,39,136.26,3.474615384615385,1
2022-04-01,M01AB-01,Diclofenac,M01AB,East Midlands,65,462.47,7.297142857142857,3
2022-04-01,M01AB-01,Diclofenac,M01AB,East of England,70,514.58,7.571212121212121,3
2022-04-01,M01AB-01,Diclofenac,M01AB,London,58,423.48,7.356315789473685,2
2022-04-01,M01AB-01,Diclofenac,M01AB,North East,55,410.25,7.444444444444445,2
2022-04-01,M01AB-01,Diclofenac,M01AB,North West,35,250.5,7.2325,3
2022-04-01,M01AB-01,Diclofenac,M01AB,Scotland,84,622.54,7.401538461538461,2
2022-04-01,M01AB-01,Diclofenac,M01AB,South East,75,552.6,7.428666666666667,3
2022-04-01,M01AB-01,Diclofenac,M01AB,South West,70,512.01,7.23896551724138,3
2022-04-01,M01AB-01,Diclofenac,M01AB,West Midlands,47,351.84,7.470625,1
2022-04-01,M01AB-01,Diclofenac,M01AB,Yorkshire & Humber,51,367.94,7.244090909090909,2
2022-04-01,M01AB-02,Indomethacin,M01AB,East Midlands,58,409.34000000000003,7.07125,4
2022-04-01,M01AB-02,Indomethacin,M01AB,East of England,66,494.31,7.571153846153846,1
2022-04-01,M01AB-02,Indomethacin,M01AB,London,49,351.58,7.283809523809524,2
2022-04-01,M01AB-02,Indomethacin,M01AB,North East,62,473.08,7.617999999999999,0
2022-04-01,M01AB-02,Indomethacin,M01AB,North West,82,589.54,7.354285714285714,3
2022-04-01,M01AB-02,Indomethacin,M01AB,Scotland,70,524.26,7.4336,3
2022-04-01,M01AB-02,Indomethacin,M01AB,South East,73,559.91,7.665833333333333,1
2022-04-01,M01AB-02,Indomethacin,M01AB,South West,64,474.35,7.416538461538461,0
2022-04-01,M01AB-02,Indomethacin,M01AB,West Midlands,78,551.83,7.235483870967743,4
2022-04-01,M01AB-02,Indomethacin,M01AB,Yorkshire & Humber,40,304.79,7.446,2
2022-04-01,M01AB-03,Ketorolac,M01AB,East Midlands,47,350.83,7.420555555555556,2
2022-04-01,M01AB-03,Ketorolac,M01AB,East of England,59,426.89,7.223103448275862,3
2022-04-01,M01AB-03,Ketorolac,M01AB,London,60,449.67,7.405833333333334,1
2022-04-01,M01AB-03,Ketorolac,M01AB,North East,59,437.29,7.243636363636364,4
2022-04-01,M01AB-03,Ketorolac,M01AB,North West,75,575.06,7.653448275862068,1
2022-04-01,M01AB-03,Ketorolac,M01AB,Scotland,63,463.85,7.608846153846154,3
2022-04-01,M01AB-03,Ketorolac,M01AB,South East,65,481.92,7.5185,2
2022-04-01,M01AB-03,Ketorolac,M01AB,South West,92,658.14,7.298518518518518,1
2022-04-01,M01AB-03,Ketorolac,M01AB,West Midlands,47,342.58,7.371052631578948,2
2022-04-01,M01AB-03,Ketorolac,M01AB,Yorkshire & Humber,61,434.83,7.331363636363636,2
2022-04-01,M01AB-04,Etodolac,M01AB,East Midlands,25,198.39,7.856666666666666,0
2022-04-01,M01AB-04,Etodolac,M01AB,East of England,17,134.09,7.668333333333333,0
2022-04-01,M01AB-04,Etodolac,M01AB,London,27,204.75,7.628571428571428,0
2022-04-01,M01AB-04,Etodolac,M01AB,North East,20,147.5,7.4262500000000005,0
2022-04-01,M01AB-04,Etodolac,M01AB,North West,8,55.72,7.4575000000000005,0
2022-04-01,M01AB-04,Etodolac,M01AB,Scotland,21,146.0,7.44375,1
2022-04-01,M01AB-04,Etodolac,M01AB,South East,17,125.95,7.413333333333333,0
2022-04-01,M01AB-04,Etodolac,M01AB,South West,9,66.71000000000001,7.406666666666666,0
2022-04-01,M01AB-04,Etodolac,M01AB,West Midlands,5,36.0,7.466666666666666,0
2022-04-01,M01AB-04,Etodolac,M01AB,Yorkshire & Humber,12,88.64,7.38,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,East Midlands,11,84.35,7.734999999999999,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,East of England,12,89.83000000000001,7.387499999999999,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,London,9,58.67,6.8525,1
2022-04-01,M01AB-05,Aceclofenac,M01AB,North East,17,126.88,7.403333333333332,1
2022-04-01,M01AB-05,Aceclofenac,M01AB,North West,12,87.34,7.291666666666667,1
2022-04-01,M01AB-05,Aceclofenac,M01AB,Scotland,11,85.76,7.5425,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,South East,9,57.84,6.766,1
2022-04-01,M01AB-05,Aceclofenac,M01AB,South West,14,101.03,7.324,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,West Midlands,5,35.79,7.095,0
2022-04-01,M01AB-05,Aceclofenac,M01AB,Yorkshire & Humber,6,49.269999999999996,8.11,0
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,East Midlands,32,189.85,6.016923076923077,1
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,East of England,26,159.41,6.065,0
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,London,33,192.45000000000002,5.833333333333333,0
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,North East,19,115.05,5.827777777777778,1
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,North West,36,215.18,5.975384615384616,1
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,Scotland,34,200.02,5.821538461538462,1
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,South East,44,256.12,5.757333333333333,2
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,South West,38,227.42,5.8549999999999995,2
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,West Midlands,30,183.59,6.087692307692308,0
2022-04-01,M01AE-01,Ibuprofen 200mg,M01AE,Yorkshire & Humber,62,362.21,5.843913043478261,2
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,East Midlands,35,209.41,5.939285714285715,1
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,East of England,23,135.88,5.878181818181818,0
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,London,14,82.84,5.9079999999999995,0
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,North East,48,289.0,5.926875,2
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,North West,37,219.1,5.825,1
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,Scotland,22,132.55,5.982727272727273,1
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,South East,17,101.22,6.164444444444445,0
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,South West,29,178.07,6.155384615384615,0
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,West Midlands,28,165.73,5.971818181818182,0
2022-04-01,M01AE-02,Ibuprofen 400mg,M01AE,Yorkshire & Humber,40,235.69,5.831428571428572,1
2022-04-01,M01AE-03,Naproxen,M01AE,East Midlands,67,392.24,5.866,4
2022-04-01,M01AE-03,Naproxen,M01AE,East of England,96,548.77,5.765128205128205,3
2022-04-01,M01AE-03,Naproxen,M01AE,London,129,763.16,5.979565217391304,4
2022-04-01,M01AE-03,Naproxen,M01AE,North East,122,693.27,5.761555555555555,7
2022-04-01,M01AE-03,Naproxen,M01AE,North West,102,603.39,5.915,2
2022-04-01,M01AE-03,Naproxen,M01AE,Scotland,113,675.32,5.970833333333333,1
2022-04-01,M01AE-03,Naproxen,M01AE,South East,130,750.06,5.877826086956522,7
2022-04-01,M01AE-03,Naproxen,M01AE,South West,114,646.17,5.766764705882353,7
2022-04-01,M01AE-03,Naproxen,M01AE,West Midlands,138,817.75,5.872745098039215,4
2022-04-01,M01AE-03,Naproxen,M01AE,Yorkshire & Humber,99,574.5,5.851176470588236,2
2022-04-01,M01AE-04,Ketoprofen,M01AE,East Midlands,13,75.81,5.82125,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,East of England,8,46.54,5.72,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,London,8,50.400000000000006,6.05,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,North East,8,45.32,5.5566666666666675,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,North West,11,64.24,5.896,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,Scotland,8,47.510000000000005,6.055,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,South East,7,41.6,5.91,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,South West,14,83.12,6.112857142857143,1
2022-04-01,M01AE-04,Ketoprofen,M01AE,West Midlands,15,91.65,6.14625,0
2022-04-01,M01AE-04,Ketoprofen,M01AE,Yorkshire & Humber,2,11.49,5.745,0
2022-04-01,M01AE-05,Flurbiprofen,M01AE,East Midlands,17,102.58,6.0725,0
2022-04-01,M01AE-05,Flurbiprofen,M01AE,East of England,19,110.98,5.736666666666667,2
2022-04-01,M01AE-05,Flurbiprofen,M01AE,London,14,82.86,5.958333333333333,0
2022-04-01,M01AE-05,Flurbiprofen,M01AE,North East,29,160.63,5.597272727272728,2
2022-04-01,M01AE-05,Flurbiprofen,M01AE,North West,19,110.91,6.02625,1
2022-04-01,M01AE-05,Flurbiprofen,M01AE,Scotland,24,144.48,5.923333333333334,1
2022-04-01,M01AE-05,Flurbiprofen,M01AE,South East,28,166.21,5.861666666666667,1
2022-04-01,M01AE-05,Flurbiprofen,M01AE,South West,18,109.28,6.1587499999999995,0
2022-04-01,M01AE-05,Flurbiprofen,M01AE,West Midlands,16,96.47,5.99,0
2022-04-01,M01AE-05,Flurbiprofen,M01AE,Yorkshire & Humber,14,85.28999999999999,6.0725,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,East Midlands,6,35.17,6.1066666666666665,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,East of England,19,111.12,5.85375,1
2022-04-01,M01AE-06,Dexibuprofen,M01AE,London,4,21.85,5.465,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,North East,14,76.38,5.591428571428572,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,North West,5,30.18,5.895,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,Scotland,9,56.87,6.358,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,South East,4,23.17,5.79,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,South West,6,34.33,5.665,0
2022-04-01,M01AE-06,Dexibuprofen,M01AE,West Midlands,13,74.34,5.765714285714286,2
2022-04-01,M01AE-06,Dexibuprofen,M01AE,Yorkshire & Humber,11,57.599999999999994,5.3100000000000005,1
2022-04-01,M01AE-07,Fenbufen,M01AE,East Midlands,38,220.70999999999998,5.902,2
2022-04-01,M01AE-07,Fenbufen,M01AE,East of England,13,74.99,5.8525,1
2022-04-01,M01AE-07,Fenbufen,M01AE,London,19,113.09,5.82375,1
2022-04-01,M01AE-07,Fenbufen,M01AE,North East,15,86.25,5.854285714285714,0
2022-04-01,M01AE-07,Fenbufen,M01AE,North West,31,177.06,5.831818181818182,0
2022-04-01,M01AE-07,Fenbufen,M01AE,Scotland,27,162.14,5.964545454545455,0
2022-04-01,M01AE-07,Fenbufen,M01AE,South East,31,169.43,5.54,2
2022-04-01,M01AE-07,Fenbufen,M01AE,South West,32,182.89,5.658181818181818,1
2022-04-01,M01AE-07,Fenbufen,M01AE,West Midlands,16,98.3,6.071428571428571,0
2022-04-01,M01AE-07,Fenbufen,M01AE,Yorkshire & Humber,25,148.63,6.007777777777778,0
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,East Midlands,36,213.22,5.874,0
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,East of England,37,217.4,6.0042857142857144,1
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,London,43,256.62,5.986666666666666,2
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,North East,31,181.65,5.898571428571429,1
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,North West,31,173.17,5.695384615384615,1
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,Scotland,24,133.25,5.895555555555556,2
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,South East,28,161.47,5.774545454545454,1
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,South West,37,214.67000000000002,5.84909090909091,2
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,West Midlands,35,190.32,5.661818181818182,1
2022-04-01,M01AE-08,Tiaprofenic Acid,M01AE,Yorkshire & Humber,28,162.96,5.982857142857143,0
2022-04-01,M01AE-09,Oxaprozin,M01AE,East Midlands,6,33.69,5.6375,1
2022-04-01,M01AE-09,Oxaprozin,M01AE,East of England,15,92.91,6.036666666666666,0
2022-04-01,M01AE-09,Oxaprozin,M01AE,London,17,95.25999999999999,5.768571428571429,1
2022-04-01,M01AE-09,Oxaprozin,M01AE,North East,21,126.36999999999999,5.981428571428571,1
2022-04-01,M01AE-09,Oxaprozin,M01AE,North West,3,18.810000000000002,6.2700000000000005,0
2022-04-01,M01AE-09,Oxaprozin,M01AE,Scotland,21,113.91,5.432,3
2022-04-01,M01AE-09,Oxaprozin,M01AE,South East,24,141.12,5.902,0
2022-04-01,M01AE-09,Oxaprozin,M01AE,South West,24,141.63,5.8500000000000005,1
2022-04-01,M01AE-09,Oxaprozin,M01AE,West Midlands,10,57.45,5.865,2
2022-04-01,M01AE-09,Oxaprozin,M01AE,Yorkshire & Humber,16,92.27,5.778571428571429,0
2022-04-01,M01AE-10,Loxoprofen,M01AE,East Midlands,13,78.7,5.91,0
2022-04-01,M01AE-10,Loxoprofen,M01AE,East of England,23,138.88,6.086,0
2022-04-01,M01AE-10,Loxoprofen,M01AE,London,32,171.27,5.465833333333333,2
2022-04-01,M01AE-10,Loxoprofen,M01AE,North East,21,128.11,6.121818181818182,0
2022-04-01,M01AE-10,Loxoprofen,M01AE,North West,5,33.81,6.585,0
2022-04-01,M01AE-10,Loxoprofen,M01AE,Scotland,32,195.41,6.066923076923077,1
2022-04-01,M01AE-10,Loxoprofen,M01AE,South East,32,190.53,5.8325,2
2022-04-01,M01AE-10,Loxoprofen,M01AE,South West,9,40.57,5.404999999999999,1
2022-04-01,M01AE-10,Loxoprofen,M01AE,West Midlands,31,188.44,6.167142857142857,2
2022-04-01,M01AE-10,Loxoprofen,M01AE,Yorkshire & Humber,16,91.81,5.8975,1
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,East Midlands,11,45.5,4.273333333333333,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,East of England,15,59.129999999999995,4.004,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,London,1,3.37,3.37,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,North East,14,53.33,3.8333333333333335,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,North West,15,55.7,3.8249999999999997,1
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,Scotland,21,78.59,3.816,2
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,South East,13,49.75,3.8083333333333336,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,South West,7,27.72,4.045,0
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,West Midlands,20,74.82,3.7275,2
2022-04-01,N02BA-01,Aspirin 300mg,N02BA,Yorkshire & Humber,19,68.35,3.6775,2
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,East Midlands,6,24.22,4.04,0
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,East of England,7,29.12,4.185,0
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,London,9,32.120000000000005,3.495,1
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,North East,20,79.37,3.986666666666667,1
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,North West,5,19.91,3.96,0
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,Scotland,4,17.42,4.355,0
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,South East,21,75.61,3.64875,1
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,South West,12,43.14,3.5275,1
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,West Midlands,15,59.67,4.0825000000000005,0
2022-04-01,N02BA-02,Aspirin 75mg,N02BA,Yorkshire & Humber,17,64.9,4.0216666666666665,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,East Midlands,12,47.73,3.925,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,East of England,11,42.17,3.83,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,London,22,88.68,4.016249999999999,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,North East,8,32.79,4.0675,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,North West,5,18.9,3.7566666666666664,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,Scotland,13,50.09,3.9314285714285715,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,South East,8,31.12,3.8875,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,South West,11,45.129999999999995,4.14,0
2022-04-01,N02BA-03,Aspirin+C,N02BA,West Midlands,11,41.72,3.8019999999999996,1
2022-04-01,N02BA-03,Aspirin+C,N02BA,Yorkshire & Humber,1,4.28,4.28,0
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,East Midlands,21,74.35,3.532222222222222,0
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,East of England,31,107.97,3.558888888888889,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,London,17,49.480000000000004,3.22,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,North East,11,37.73,3.37,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,North West,38,126.26,3.43375,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,Scotland,19,65.5,3.4766666666666666,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,South East,25,84.08,3.395,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,South West,24,82.96,3.39375,1
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,West Midlands,21,65.52,3.181,2
2022-04-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,Yorkshire & Humber,28,96.44,3.466,1
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,East Midlands,11,37.67,3.4499999999999997,1
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,East of England,19,61.82,3.2649999999999997,3
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,London,14,47.88,3.472,0
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,North East,12,43.099999999999994,3.6420000000000003,0
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,North West,16,61.47,3.8200000000000003,0
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,Scotland,15,50.04,3.3633333333333333,2
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,South East,10,34.04,3.3325,1
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,South West,26,86.57,3.3818181818181823,1
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,West Midlands,5,17.26,3.535,1
2022-04-01,N02BE/B-02,Paracetamol 1g,N02BE/B,Yorkshire & Humber,20,67.25,3.348333333333333,0
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,East Midlands,25,82.94,3.39375,0
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,East of England,21,72.28999999999999,3.441,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,London,33,116.63,3.5623076923076926,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,North East,34,114.77,3.4549999999999996,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,North West,18,61.3,3.469090909090909,0
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,Scotland,30,99.52,3.4346153846153844,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,South East,22,77.74000000000001,3.5025,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,South West,32,107.25,3.4518181818181817,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,West Midlands,20,68.06,3.457,1
2022-04-01,N02BE/B-03,Metamizole,N02BE/B,Yorkshire & Humber,22,74.21000000000001,3.397272727272727,1
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,East Midlands,16,55.769999999999996,3.5,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,East of England,18,57.3,3.29125,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,London,7,23.08,3.2675,1
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,North East,6,21.229999999999997,3.5766666666666667,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,North West,9,30.92,3.3975,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,Scotland,27,92.71,3.416363636363636,1
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,South East,13,44.93,3.3659999999999997,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,South West,13,46.28,3.5120000000000005,0
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,West Midlands,19,63.11,3.3066666666666666,1
2022-04-01,N02BE/B-04,Propyphenazone,N02BE/B,Yorkshire & Humber,19,62.91,3.3057142857142856,0
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,East Midlands,42,141.92,3.3075,2
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,East of England,52,179.75,3.4778260869565214,0
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,London,63,218.28,3.4415,2
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,North East,44,146.96,3.407058823529412,2
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,North West,39,138.6,3.49375,0
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,Scotland,42,140.82,3.344705882352941,1
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,South East,53,189.65,3.53421052631579,0
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,South West,21,72.31,3.4525,1
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,West Midlands,36,121.3,3.404375,2
2022-04-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,Yorkshire & Humber,39,125.61,3.26875,3
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,East Midlands,37,128.41,3.454705882352941,1
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,East of England,26,90.65,3.496,1
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,London,31,101.94,3.3154545454545454,0
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,North East,31,107.88,3.528461538461538,0
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,North West,14,48.82,3.408,1
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,Scotland,17,60.129999999999995,3.551428571428571,1
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,South East,36,127.56,3.536923076923077,0
2022-04-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,South West,36,128.73,3.57,1
